@type	@id	@lat	@lon	name	brand	operator	shop	opening_hours	addr:city	addr:postcode	addr:street	website	phone
node	9015069087	60.8081980	11.0802300	Kiwi Mæhlumsløkka	Kiwi		supermarket	Mo-Sa 07:00-23:00					
node	9018214112	59.7240708	11.0491914	Europris		Europris	supermarket						
node	9048945160	63.8482103	11.4013846	God mat lokalt			convenience					https://godmatlokalt.no/	
node	9133367060	59.7534690	10.1248450	102 Asia Mat			supermarket	Mo-Fr 10:00-19:00; Sa 10:00-17:00				https://102asiamat.no/	+47 97788102
node	9134763459	63.1123263	7.7306892	Habibi Kolonial			convenience	Mo-Sa 09:00-23:00; Su 10:00-23:00					
node	9168854302	59.9126235	10.7267570	Meny Vika	Meny		supermarket	"Mo-Fr 07:00-21:00, Sa 09:00-20:00"					+47 22123200
node	9168854304	60.3894032	5.2869780	Meny Laksevåg	Meny		supermarket	"Mo-Fr 07:00-21:00, Sa 09:00-20:00"					+47 55345500
node	9168854305	59.4366214	10.6625553	Meny Amfi Moss	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-19:00"					+47 69270100
node	9168854306	58.8794781	5.7266859	Kiwi Porsmyrveien	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51660900
node	9168854307	59.9189194	10.5870394	Kiwi Bekkestua	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 67106768
node	9168854309	59.9126530	10.7371070	Joker Rosenkrantz gate	Joker		supermarket	"Mo-Th 07:00-24:00, Fr 07:00-02:00, Sa 08:00-02:00, Su 09:00-24:00"					+47 94298964
node	9168854310	59.7469404	10.2178546	Joker Toppenhaug	Joker		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00, Su 09:00-21:00"					+47 90992937
node	9168854311	59.2838076	5.3075319	Joker Haugen Kopervik	Joker		supermarket	"Mo-Fr 08:00-19:00, Sa 09:00-18:00, Su 10:00-20:00"					+47 52815273
node	9168854312	59.2532247	5.8364183	Joker Eriksholmen	Joker		supermarket	"Mo-Fr 09:00-19:00, Sa 09:00-17:00, Su 12:00-16:00"					+47 51710499
node	9168854313	60.7204313	11.1949039	Kiwi Stange bruk	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 62571059
node	9169989739	58.9574930	5.7406138	Extra Paradis	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-paradis-2692	+47 97 55 44 92
node	9169989740	58.1481823	7.9903536	Coop Prix Byhaven	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-byhaven-2716	+47 90 77 14 00
node	9169989742	60.8876307	10.9341116	Extra Fabrikkvegen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-fabrikkvegen-2685	+47 94 83 86 22
node	9169989743	60.8092973	11.0562311	Coop Prix Ajer	Coop Prix		supermarket	"Mo-Sa 08:00-20:00, Su 09:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-ajer-2620	+47 90 94 46 67
node	9169989744	59.8287290	10.4105140	Extra Drengsrud	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-drengsrud-4247	+47 66 90 65 00
node	9170106231	58.1517773	8.0786392	Rema 1000 Strømme	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 38040000
node	9170106232	60.0658750	6.5470460	Rema 1000 Smelteverket	Rema 1000		supermarket	"Mo-Sa 07:00-23:00, Su 11:00-19:00"				https://www.rema.no/butikker/vestland/odda/rema-1000-smelteverket	+47 52727270
node	9170106233	59.9799200	11.2409620	Rema 1000 Sennerudtoppen	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 66777776
node	9170106234	60.3890420	5.2895710	Rema 1000 Laksevåg	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 55947340
node	9170106235	59.9402740	10.6508090	Rema 1000 Røa næringspark	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 22688599
node	9170276197	59.9221830	10.6828728	Bunnpris Skøyen Atrium	Bunnpris		supermarket	"Mo-Fr 06:30-22:00, Sa-Su 09:00-22:00"					+47 91678600
node	9170276198	68.4384824	17.4246799	Bunnpris & Gourmet Narvik	Bunnpris		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"					+47 91676858
node	9170276199	63.4133284	10.4138807	Bunnpris Lerkendal	Bunnpris		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-21:00"					+47 91678230
node	9170276200	59.9214500	10.7623360	Bunnpris Millskvartalet	Bunnpris		supermarket	Mo-Su 09:00-22:00					
node	9170276201	59.8593542	5.7740930	Coop Prix Husnes	Coop Prix		supermarket	"Mo-Sa 06:00-24:00, Su 09:00-21:00"					
node	9177262955	59.9215391	10.6804855	Maschmanns Matmarked			convenience	"Su-We 11:00-18:00; Th, Sa 10:00-18:00; Fr 10:00-19:00"				https://www.maschmanns.no/	+47 22 55 33 44
node	9227734331	60.5452169	5.2845173	Asia Matbutikk Knarvik			supermarket					https://facebook.com/pages/category/Specialty-Grocery-Store/Asia-Matbutikk-Knarvik-649769938456681	
node	9235183518	60.2024365	5.4560567	Asia Mat			supermarket						
node	9403070190	59.2376181	10.9655580	Extra Stabburveien	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-stabburveien-2694	+47 69 33 50 09
node	9426141125	59.4334953	10.6502194	Bunnpris Glassverket	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"					+47 47651480
node	9426334997	59.9119939	10.7562684	Joker Oslo bussterminal	Joker		supermarket	"Mo-Fr 06:00-24:00, Sa-Su 07:00-24:00"					+47 93898876
node	9426334998	59.8166270	10.2883717	Kiwi Ringveien Tranby	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 32854000
node	9426334999	59.9464414	10.7762118	Kiwi Storo	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22226575
node	9426528365	69.3103869	16.0981579	Extra Andenes	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-andenes-2666	+47 91 63 05 31
node	9426528366	63.2222251	11.0345806	Extra Selbu	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-selbu-2717	+47 90 40 34 30
node	9426528367	60.4363833	5.3185380	Extra Eidsvåg Bergen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-eidsvag-bergen-2712	+47 55 24 64 58
node	9426528368	58.3346558	8.5887127	Extra Grimstad	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-22:00"				https://www.coop.no/butikker/extra/extra-grimstad-2725	+47 90 60 12 00
node	9426528369	59.8960220	10.5614183	Extra Høvik	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hovik-2671	+47 67 54 79 10
node	9428517840	59.8811756	8.7360515	Pose sekk			supermarket	"Mo-Th,Su 10:00-17:00; Fr-Sa 09:00-18:00"					
node	9490614299	58.7353012	5.6462798	Minimarket			supermarket						
node	9493941141	59.9337961	10.7817661	Sinsen Dagligvarer			convenience						
node	9524832941	66.8344320	13.7748861	Snarkjøp Neverdal			convenience						
node	9530684677	59.9134192	10.7523975	Chili Hoang			convenience	Mo-Fr 09:00-19:00; Sa 10:00-19:00; Su 12:00-18:00					
node	9538628981	63.4344369	10.3982836	Foodora Market			supermarket	Mo-Th 09:00-22:00; Fr-Su 09:00-23:00				https://www.foodora.no/darkstore/yar9/foodora-market-midtbyen	
node	9608083241	63.4369352	10.4315626	Bunnpris Rosendal	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00, Su 10:00-22:00"					+47 90404274
node	9608083242	68.8751975	17.8343864	Bunnpris Sjøvegan	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-20:00"					+47 90711130
node	9608107580	59.9137849	10.7515510	Rema 1000 Storgata	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 22252200
node	9608107581	63.4056535	10.3991604	Rema 1000 Sorgenfri	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 73528000
node	9608107582	59.8264951	10.4482401	Rema 1000 Risenga	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 66906600
node	9608140364	59.2052940	9.5916279	Joker Hesselbergsgate	Joker		supermarket	24/7					+47 90619430
node	9608140365	59.9133526	10.7468576	Kiwi Torggata Oslo	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22602225
node	9608140366	59.4691886	10.7844154	Kiwi Augerød	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-286-augerod	+47 69287000
node	9608140367	68.7035659	15.4148543	Kiwi Havnegata Sortland	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 76127000
node	9608140368	59.6038413	5.8074307	Kiwi Ølen torg	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 52762500
node	9608140369	59.2278115	10.9969567	Kiwi Sellebakk	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-256-sellebakk	+47 69340600
node	9608140370	59.0502080	10.0215946	Kiwi Hammerdalen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 33188218
node	9608236321	68.6993915	15.4495165	Extra Strand	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-strand-2749	+47 76 12 44 12
node	9608236322	58.9341649	5.7415407	Extra Mariero	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-22:00"				https://www.coop.no/butikker/extra/extra-mariero-2721	+47 97 55 44 93
node	9608236323	59.0969674	9.0586054	Extra Drangedal	Extra		supermarket	Mo-Sa 07:00-22:00				https://www.coop.no/butikker/extra/extra-drangedal-2711	+47 35 99 80 70
node	9608236324	59.7183988	10.8023475	Extra Solberg Øst	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-solberg-ost-2689	+47 64 97 70 63
node	9612288738	66.1584551	12.3420815	Snarkjøp Vandve	Snarkjøp		convenience						
node	9612288740	64.3958581	10.4883465	Sætervik handel			convenience						
node	9613432816	58.2150075	8.3840721			Justøyfamiliens Bibelcamping	convenience	Jul					
node	9631456059	63.4108150	10.4327040	Bamboo		Yaki Tran	supermarket	Mo-Sa 11:00-19:00					
node	9740067415	59.7185138	10.8394329	Royal Fruktmarked			supermarket						
node	9801832723	59.9262687	10.7752386	7-Eleven Carl Berners plass	7-Eleven		convenience	"Mo-Fr 06:00-02:00, Sa 00:00-24:00, Su 00:00-02:00"					
node	9811999831	59.6631781	10.7927230	Asian Deli			supermarket	Mo-Sa 10:00-20:00					+47 92534433
node	9836871168	60.4301856	9.4574192	Rema 1000 Flå	Rema 1000		supermarket	"Mo-Fr 07:00-23:00, Sa-Su 09:00-21:00"					+47 94812742
node	9836871169	59.2829912	11.1202574	Rema 1000 Vatvedt torg	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69127000
node	9836871170	59.9237598	11.0649808	Rema 1000 Marikollen torg	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 63836030
node	9836871171	58.9531003	5.7052925	Rema 1000 Mosvannet	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 51530200
node	9836871172	58.9351800	5.5869260	Rema 1000 Tananger	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 51690140
node	9836871173	62.1408038	6.0914408	Rema 1000 Øvre Rotset	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 70077793
node	9839119678	63.7047665	8.8189732	Coop Prix Hamarvik	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-hamarvik-2769	+47 97 99 53 36
node	9839119679	62.5665220	11.3750529	Extra Røros	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-23:00"				https://www.coop.no/butikker/extra/extra-roros-2718	+47 90 13 48 10
node	9839119680	59.1403930	10.2429429	Extra Haslebakken	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-haslebakken-2726	+47 95 85 85 00
node	9839119681	59.9183078	10.5852659	Coop Mega Meglergården	Coop Mega		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-21:00"				https://www.coop.no/butikker/coop-mega/coop-mega-meglergarden-2599	+47 67 56 06 00
node	9839119682	59.9187389	10.7041255	Coop Prix Bygdøy allé	Coop Prix		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-bygdoy-alle-4266	+47 22 44 04 57
node	9841851831	60.0596513	5.0988524	Nærbutikken Møkster	Nærbutikken		supermarket	"Mo-Th 13:30-16:15, Fr 10:00-18:00, Sa 11:30-16:00"					+47 41375466
node	9841851832	60.0295930	10.2630470	Nærbutikken Utvika	Nærbutikken		supermarket	24/7					+47 45684682
node	9841851833	59.8917499	10.5180876	Joker Sandvika	Joker		supermarket	"Mo-Fr 07:00-24:00, Sa 08:00-24:00, Su 09:00-22:00"					+47 94454506
node	9841851834	59.8925384	10.5243804	Joker Sandvika stasjon	Joker		supermarket	24/7					+47 94298964
node	9841851835	59.9344957	10.7295961	Joker Fagerborg	Joker		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-23:00"					+47 98865970
node	9841851836	62.6612035	7.5014781	Joker Åfarnes	Joker		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"					+47 97332257
node	9841851837	61.8469013	9.4171428	Joker Sel	Joker		supermarket	"Mo-Fr 08:00-20:00, Sa 10:00-18:00"					+47 90039964
node	9841851838	59.2874343	10.7563791	Kiwi Saltnes	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-591-saltnes	+47 69282530
node	9841851841	58.0858761	6.7834577	Spar Farsund	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-22:00"					+47 38393839
node	9842108841	66.7613537	12.4789265	Myken Handel			convenience					https://mykenhandel.no	
node	9893266451	69.6485127	18.9549856	7-Eleven Domkirkeplassen	7-Eleven		convenience	"Mo-Fr 07:00-24:00, Sa,Su 08:00-24:00"					
node	9894946155	58.2558500	8.3893788				convenience						
node	9935331003	62.7378815	7.1578650	Habibi Molde			convenience	Mo-Sa 10:00-20:00					+47 409 41 989
node	9954955751	62.7546673	7.2810987	Coop Prix Årølia	Coop Prix		supermarket	24/7				https://www.coop.no/butikker/coop-prix/coop-prix-arolia-2808	+47 97 99 53 80
node	9965515687	58.9104221	5.7277832	Kiwi Gausel	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51951050
node	9986909765	59.7445117	10.2022502	Drammen dagligvare			supermarket	Mo-Sa 09:00-20:00; Su 09:00-21:00					
node	9986924765	59.7453457	10.2028128	IMS Drammen			supermarket					https://www.drammen.no/handel-og-tjenester/ims-drammen-p6247433	+47 97937412
node	10015585556	69.9686460	23.2693596	Kiwi Maskinsvingen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 78440400
node	10075448146	58.1800541	8.1297312	Rema 1000 Barstølveien	Rema 1000		supermarket	"Mo-Fr 10:00-21:00, Sa 10:00-20:00"					+47 46854264
node	10075448147	59.9630066	10.7657143	Rema 1000 Korsvoll	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 48165845
node	10075471084	68.8771475	18.3573535	Bunnpris Setermoen	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-22:00, Su 10:00-22:00"					+47 96913600
node	10075522403	65.5968879	13.9883072	Coop Prix Hattfjelldal	Coop Prix		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-hattfjelldal-2736	+47 75 18 54 00
node	10075522404	61.6001495	5.0465736	Extra Florø	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-22:00"				https://www.coop.no/butikker/extra/extra-floro-2160	+47 57 74 86 20
node	10075703631	59.8496749	10.4656870	Joker Vakås	Joker		supermarket	"Mo-Sa 08:00-23:00, Su 09:00-23:00"				https://joker.no/finn-butikk/joker-vakas	+47 47976308
node	10075703632	61.1143652	10.4644086	Joker Kuben	Joker		supermarket	"Mo-Fr 06:30-23:00, Sa-Su 09:00-22:00"					+47 90212554
node	10075703633	59.9100336	10.7481544	Joker Prinsensgate	Joker		supermarket	"Mo-Fr 07:00-23:00, Sa-Su 08:00-22:00"					+47 94241025
node	10075703634	59.9183893	10.7074726	Joker Elisenberg	Joker		supermarket	"Mo-Fr 08:00-22:00, Sa-Su 09:00-21:00"					+47 90095817
node	10075703635	59.5875407	10.2081218	Joker Sande	Joker		supermarket	24/7				https://joker.no/finn-butikk/joker-sande	+47 91187418
node	10075703636	63.4147882	10.8094011	Kiwi Hommelvik	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 73818787
node	10075703638	58.3400767	8.5823987	Kiwi Grimstad	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 37044288
node	10075703639	58.9292007	5.8507469	Kiwi Bryggen Hommersåk	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 51608050
node	10089907269	60.8766921	8.9415575	Langestølen			convenience	"Th-Su,PH 11:00-17:00; week 40 Mo-Su,PH 11:00-17:00"					
node	10134950831	59.9204167	10.7684374	SofraMat			supermarket					https://www.facebook.com/SofraMatTrondheimsveien	
node	10155742781	58.0238873	7.4514509	Extra Mandal brygge	Extra		supermarket	"Mo-Sa 07:00-22:00, Su 10:00-18:00"				https://www.coop.no/butikker/extra/extra-mandal-brygge-4277	+47 38 26 16 94
node	10220659318	59.7298759	10.2305889	Kiwi Tangen	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/finn-butikk/kiwi-260-tangen	+47 32888850
node	10245334504	58.8508360	5.7361890	Safiren			supermarket	Mo-Tu 10:00-21:00; We-Fr 10:00-20:00; Sa 10:00-18:00; Su 14:00-18:00					+47 51 62 34 69
node	10378942518	59.2597410	10.4166390	Asiahallen Frukt & Grønt			convenience	Mo-Fr 09:30-20:00; Sa 9:30-19:00					
node	10635018544	59.4361780	10.6614330	Honest dagligvare			convenience						
node	10650480128	63.4063034	10.3585812	Kiwi Havstad	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 73990100
node	10685003418	58.4797430	8.7263063	Bunnpris Myra	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00, Su 09:00-22:00"					+47 48201730
node	10685007496	62.9464280	10.1901280	Extra Soknedal	Extra		supermarket	Mo-Sa 07:00-23:00					
node	10685007497	62.9248330	11.1532060	Coop Prix Haltdalen	Coop Prix		supermarket	Mo-Sa 06:00-24:00				https://www.coop.no/butikker/coop-prix/coop-prix-haltdalen-2778	+47 72 41 63 01
node	10685007498	62.1200199	10.7998001	Matkroken Tylldalen	Matkroken		supermarket	"Mo-Fr 09:00-18:00, Sa 10:00-16:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-tylldalen-4206	+47 62 48 60 09
node	10685007499	58.9345570	5.5876774	Coop Mega Tananger	Coop Mega		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-tananger-2728	+47 51 56 00 00
node	10685007500	58.0339303	7.4881547	Extra Ime	Extra		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-22:00"				https://www.coop.no/butikker/extra/extra-ime-2719	+47 41 45 64 00
node	10685007501	60.8626231	8.5154624	Matkroken Alpin	Matkroken		supermarket	Mo-Fr 08:00-20:00; Sa 08:00-18:00; Su 08:00-20:00				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-alpin-4377	+47 91 71 64 80
node	10685007502	59.4830298	8.6287498	Extra Seljord	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-seljord-2820	+47 91 68 00 40
node	10685007503	59.1437206	9.6605967	Extra Hovenga	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hovenga-2691	+47 95 40 00 20
node	10685175722	63.1577468	7.9545551	Nærbutikken Tustna	Nærbutikken		supermarket	"Mo-Fr 08:00-19:00, Sa 08:00-18:00, Su 14:00-18:00"					+47 71520404
node	10685175724	60.8269308	11.3020789	Joker Brenneriroa	Joker		supermarket	"Mo-Fr 07:00-21:00, Sa-Su 09:00-21:00"					+47 40172041
node	10685175725	63.4243950	10.5346229	Kiwi Humlehaugen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 73950370
node	10685175726	60.2622846	5.3424080	Kiwi Krokeideveien	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 55226117
node	10685175727	60.3380414	5.2008456	Kiwi Hilleren	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 55900559
node	10685175728	60.3055135	5.3264868	Kiwi Nordås	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 55231500
node	10685175729	59.9268362	10.6422562	Kiwi Ullern allé	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22192000
node	10685175730	60.8850550	11.5627048	Kiwi Elverum	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 62412666
node	10685175731	59.2524416	10.9982041	Kiwi Dikeveien	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-506-dikeveien	+47 69140014
node	10685175732	60.1220920	11.4628219	Spar Årnes	Spar		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00"					+47 63906600
node	10690020437	63.9782126	9.0880931	Sørburøy Kooperative Innkjøpslag		Coop Sørburøy	supermarket						
node	10690020444	65.9353281	12.3627225	Austbø samvirkelag			supermarket						
node	10705076342	63.0423028	10.2860139	Rema 1000 Støren	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72433733
node	10712150511	59.9208181	10.7473697	Talia dagligvarer			supermarket	08:00-24:00					
node	10807223925	59.7465327	10.1620514	Family			convenience	Mo-Fr 11:00-20:00; Sa 11:00-18:00					
node	10862486454	59.9214104	10.7681777	EKO Market			convenience	Mo-Fr 10:00-20:00; Sa-Su 10:00-18:00				https://ekomarket.no	
node	10883991692	59.9120276	10.7725133	Super			convenience	Mo-Fr 08:00-24:00; Sa 09:00-24:00					
node	10895979275	59.9149486	10.7697394	Pak Matsenter			supermarket	Mo-Fr 10:00-19:00; Sa 09:00-17:00				https://pakmat.no/	+47 22 19 50 60
node	10911462668	59.9143326	10.7523018	7-Eleven	7-Eleven		convenience						
node	10911846302	59.9287125	11.0613919	Green Foods			convenience	Mo-Su 10:00-21:00					
node	10922683449	60.3613800	5.3690981	Extra Landås	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-landas-2683	+47 48 10 07 70
node	10942414020	70.1987412	28.1880113	Tana Thai			convenience	"Mo-Sa 11:00-18:00; Su,PH off"					
node	10947974230	59.9124605	10.7444289	7-Eleven Karl Johans gate	7-Eleven		convenience						
node	11024848107	60.8868656	10.9482812	Rema 1000 Nordåsvegen	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 90132619
node	11024848108	59.0084909	5.6511854	Rema 1000 Grødem	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 94832148
node	11026470696	60.6289967	6.4103426	Bunnpris Voss	Bunnpris		supermarket	Mo-Su 08:00-23:00					+47 47667340
node	11026470697	62.4708204	6.2016860	Bunnpris Nørve	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"					+47 90204086
node	11027127007	60.4407899	10.0896301	Nærbutikken Buttingsrud	Nærbutikken		supermarket	24/7				https://narbutikken.buttingsrud.com/	+47 95167253
node	11027127008	59.9108996	10.7417510	Joker Nedre Slottsgate	Joker		supermarket	Mo-Su 07:00-24:00					+47 98460007
node	11027127009	60.3716953	5.3473957	Kiwi Kronstad X	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/finn-butikk/kiwi-865-kronstad-x	+47 55296353
node	11027127010	58.1929309	8.0857389	Kiwi Hamresanden	Kiwi		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-22:00"					+47 38094330
node	11027213727	58.1608716	7.9986762	Coop Prix Gimlevang	Coop Prix		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/coop-prix/coop-prix-gimlevang-1343	+47 90 28 10 27
node	11027213728	59.2930902	10.4755831	Extra Ilebrekke	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-ilebrekke-2733	+47 41 44 00 90
node	11027213729	59.9620362	11.0098933	Extra Skjettentoppen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-skjettentoppen-2695	+47 56 52 26 00
node	11048521169	63.6005432	8.9769419	Intermat			supermarket						
node	11051102507	61.6203333	4.8172348	Nærbutikken Batalden			convenience	Mo-Su 07:00-23:00					
node	11051450340	58.0672860	7.5341696	Deli de Luca Mandalskrysset	Deli de Luca		convenience						
node	11062229125	63.3068716	9.8502352				convenience						
node	11065947091	69.6468623	18.9530489	Alanya Import			convenience	Mo-Fr 09:30-19:00;Sa 09:30-18:00				https://alanyaimport.no	+47 90 84 40 79
node	11069670975	63.6021464	8.9770903	Extra Hitra	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hitra-4638	+47 72 44 07 00
node	11075033922	68.4397269	17.4328471				convenience						
node	11076676455	59.9078250	10.7229268	Joker Tjuvholmen	Joker		supermarket	"Mo-Fr 07:00-23:00, Sa-Su 09:00-23:00"					+47 41322073
node	11105675506	59.9197643	10.7081723	Frognermat			convenience	Mo-Sa 09:00-23:00; Su 10:00-23:00					
node	11123880426	59.7678985	10.9879772	Havaristen		Miko trading AS	supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-17:00"				https://havaristen.no	+47 64 92 52 40
node	11125667953	59.9552367	11.0513847	Rema 1000 Meierikvartalet	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 48061148
node	11145999065	60.7960744	11.0949697	Rema 1000 Hamar Briskeby	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 90231948
node	11148688936	58.2625668	7.8310307	Joker			supermarket	Mo-Sa 09:00-20:00; Su 10:00-20:00					
node	11162775064	61.9029460	6.7194591	Kiwi	Kiwi		supermarket						
node	11169062854	58.2625574	7.8310118	Joker			supermarket	Mo-Sa 09:00-20:00; Su 10:00-20:00					
node	11169227974	59.9236797	10.4848865	Mix Rykkinn	Mix		convenience	Mo-Fr 10:00-20:00; Sa 09:00-18:00; Su 12:00-17:00					+47 46677187
node	11182966147	59.2088587	10.9507782	Narvesen			convenience						
node	11212343299	60.1805144	5.4532740	Rema 1000 Moberg	Rema 1000		supermarket	"Mo-Fr 06:00-23:00, Sa 07:00-23:00"					+47 56581200
node	11215296182	59.9283601	10.7271418	Vibes			convenience	Mo-Sa 09:00-21:00; Su 10:00-21:00					
node	11216057088	69.6482526	18.9848671	Mix Skjernes Kiosk	Mix	Mix	convenience	Mo-Fr 08:00-22:00; Sa 09:00-22:00; Su 11:00-22:00					
node	11245817043	59.9194803	10.7591952	Mama Bridget			convenience						
node	11259285736	59.4229329	10.6752673				convenience						
node	11276585010	59.9144392	10.7373309	7-Eleven Paleet Karl Johan	7-Eleven		convenience						
node	11276585011	60.3923447	5.3249117	7-Eleven Olav Kyrres gate	7-Eleven		convenience	Mo-Su 00:00-00:00					
node	11276585016	59.9292557	10.6603198	7-Eleven Ullern vest	7-Eleven		convenience						
node	11276585017	59.9497460	10.7509885	7-Eleven Tåsen	7-Eleven		convenience						
node	11276585018	62.4706392	6.1392274	7-Eleven Tinghuset	7-Eleven		convenience						
